Datetime,Open,High,Low,Close,Volume
2025-08-28 10:30:00-04:00,23571.08984375,23687.376953125,23571.08984375,23624.41015625,134064775
2025-08-28 11:30:00-04:00,23616.109375,23699.595703125,23616.109375,23695.91015625,105020727
2025-08-28 12:30:00-04:00,23673.234375,23696.833984375,23665.4140625,23695.826171875,76127987
2025-08-28 13:30:00-04:00,23697.640625,23716.265625,23694.232421875,23715.46484375,84596786
2025-08-28 14:30:00-04:00,23715.537109375,23731.59375,23710.9765625,23716.279296875,98526858
2025-08-28 15:30:00-04:00,23710.55859375,23733.9375,23703.33984375,23704.693359375,110681672
2025-08-29 09:30:00-04:00,23604.23046875,23604.904296875,23387.259765625,23446.970703125,0
2025-08-29 10:30:00-04:00,23447.34375,23463.6015625,23371.9921875,23433.890625,139929723
2025-08-29 11:30:00-04:00,23435.65625,23437.6484375,23379.087890625,23404.384765625,99229588
2025-08-29 12:30:00-04:00,23405.8515625,23438.43359375,23355.62109375,23375.70703125,94955275
2025-08-29 13:30:00-04:00,23377.333984375,23421.89453125,23369.287109375,23390.912109375,96008423
2025-08-29 14:30:00-04:00,23391.916015625,23435.45703125,23390.615234375,23415.3671875,95702104
2025-08-29 15:30:00-04:00,23416.1875,23444.2265625,23375.794921875,23418.880859375,130423991
2025-09-02 09:30:00-04:00,23021.7890625,23227.6640625,22982.435546875,23209.197265625,0
2025-09-02 10:30:00-04:00,23206.267578125,23209.23828125,23052.052734375,23067.24609375,157297655
2025-09-02 11:30:00-04:00,23063.552734375,23063.552734375,22983.7890625,23023.3515625,130718730
2025-09-02 12:30:00-04:00,23023.158203125,23121.068359375,23023.158203125,23115.384765625,93310256
2025-09-02 13:30:00-04:00,23114.599609375,23175.478515625,23114.599609375,23119.765625,94203631
2025-09-02 14:30:00-04:00,23120.548828125,23193.2109375,23114.576171875,23187.92578125,97227447
2025-09-02 15:30:00-04:00,23188.654296875,23240.953125,23186.619140625,23232.794921875,107596064
2025-09-03 09:30:00-04:00,23387.193359375,23422.896484375,23332.21875,23395.00390625,0
2025-09-03 10:30:00-04:00,23395.119140625,23477.576171875,23380.611328125,23382.955078125,165187029
2025-09-03 11:30:00-04:00,23380.677734375,23421.154296875,23364.46875,23393.185546875,113146479
2025-09-03 12:30:00-04:00,23393.57421875,23416.728515625,23353.173828125,23384.765625,97362354
2025-09-03 13:30:00-04:00,23389.712890625,23390.517578125,23294.5546875,23309.001953125,111758788
2025-09-03 14:30:00-04:00,23294.03515625,23317.751953125,23282.013671875,23316.3125,107508366
2025-09-03 15:30:00-04:00,23317.7421875,23397.80078125,23317.126953125,23396.736328125,125255010
2025-09-04 09:30:00-04:00,23423.412109375,23504.193359375,23378.015625,23435.421875,242669118
2025-09-04 10:30:00-04:00,23451.94140625,23509.076171875,23451.703125,23503.7109375,147032162
2025-09-04 11:30:00-04:00,23497.6640625,23510.373046875,23475.94140625,23486.755859375,103457565
2025-09-04 12:30:00-04:00,23487.6640625,23535.99609375,23485.419921875,23535.8203125,93651373
2025-09-04 13:30:00-04:00,23530.794921875,23559.125,23523.978515625,23555.0390625,91728381
2025-09-04 14:30:00-04:00,23561.921875,23599.0078125,23561.921875,23591.484375,99661608
2025-09-04 15:30:00-04:00,23587.318359375,23637.783203125,23582.40234375,23625.78125,120323909
2025-09-05 09:30:00-04:00,23841.98046875,23860.251953125,23608.98828125,23619.3125,420507670
2025-09-05 10:30:00-04:00,23617.734375,23626.998046875,23477.021484375,23599.30859375,206163636
2025-09-05 11:30:00-04:00,23589.5390625,23632.9140625,23565.94140625,23585.947265625,132562950
2025-09-05 12:30:00-04:00,23593.423828125,23621.79296875,23563.384765625,23600.37109375,102580653
2025-09-05 13:30:00-04:00,23598.478515625,23616.87109375,23557.1171875,23608.095703125,99415649
2025-09-05 14:30:00-04:00,23612.173828125,23654.28125,23600.677734375,23652.802734375,117927442
2025-09-05 15:30:00-04:00,23629.017578125,23652.271484375,23622.474609375,23651.09765625,130451000
2025-09-08 09:30:00-04:00,23743.826171875,23836.18359375,23737.943359375,23820.77734375,0
2025-09-08 10:30:00-04:00,23828.595703125,23851.40625,23809.439453125,23830.634765625,155885323
2025-09-08 11:30:00-04:00,23837.81640625,23839.326171875,23788.931640625,23795.21484375,110825492
2025-09-08 12:30:00-04:00,23787.5859375,23787.5859375,23752.30078125,23771.77734375,88773383
2025-09-08 13:30:00-04:00,23770.16796875,23781.984375,23739.505859375,23773.515625,86637732
2025-09-08 14:30:00-04:00,23777.8515625,23780.05859375,23728.271484375,23734.080078125,93414939
2025-09-08 15:30:00-04:00,23735.640625,23772.9453125,23735.640625,23763.416015625,109691710
2025-09-09 09:30:00-04:00,23824.33203125,23824.33203125,23749.212890625,23780.265625,0
2025-09-09 10:30:00-04:00,23779.171875,23779.171875,23701.931640625,23753.3359375,124499899
2025-09-09 11:30:00-04:00,23752.220703125,23802.3203125,23725.048828125,23785.306640625,98962028
2025-09-09 12:30:00-04:00,23784.732421875,23824.607421875,23775.845703125,23808.478515625,84098821
2025-09-09 13:30:00-04:00,23806.33984375,23815.396484375,23792.96875,23799.99609375,87923570
2025-09-09 14:30:00-04:00,23800.64453125,23828.703125,23790.630859375,23827.544921875,108065190
2025-09-09 15:30:00-04:00,23823.529296875,23852.267578125,23804.51171875,23838.15234375,103948159
2025-09-10 09:30:00-04:00,23931.32421875,23956.876953125,23887.318359375,23937.603515625,0
2025-09-10 10:30:00-04:00,23945.822265625,23956.62890625,23896.162109375,23903.6484375,182823811
2025-09-10 11:30:00-04:00,23902.359375,23935.94140625,23885.5703125,23887.0703125,129180107
2025-09-10 12:30:00-04:00,23890.8125,23900.76953125,23848.88671875,23851.02734375,100107720
2025-09-10 13:30:00-04:00,23850.228515625,23879.751953125,23816.921875,23820.958984375,101392152
2025-09-10 14:30:00-04:00,23824.951171875,23845.955078125,23762.7421875,23781.837890625,130092406
2025-09-10 15:30:00-04:00,23806.517578125,23861.79296875,23792.27734375,23858.970703125,129743000
2025-09-11 09:30:00-04:00,23956.56640625,23971.251953125,23883.96484375,23929.03125,0
2025-09-11 10:30:00-04:00,23950.3984375,24012.91796875,23947.08203125,24006.021484375,167915979
2025-09-11 11:30:00-04:00,24008.3203125,24016.525390625,23977.986328125,23999.208984375,123744559
2025-09-11 12:30:00-04:00,23995.033203125,24000.822265625,23969.88671875,23997.11328125,100096379
2025-09-11 13:30:00-04:00,23985.6953125,24005.744140625,23979.376953125,23987.728515625,240234650
2025-09-11 14:30:00-04:00,23993.20703125,24012.248046875,23990.814453125,24005.990234375,140074832
2025-09-11 15:30:00-04:00,24004.646484375,24011.716796875,23998.462890625,24007.98828125,127334000
2025-09-12 09:30:00-04:00,24035.30078125,24053.181640625,23983.6328125,24046.95703125,0
2025-09-12 10:30:00-04:00,24046.310546875,24094.6875,24045.87109375,24067.291015625,189565331
2025-09-12 11:30:00-04:00,24072.1953125,24089.111328125,24053.357421875,24086.5546875,139935811
2025-09-12 12:30:00-04:00,24085.578125,24101.326171875,24078.779296875,24083.7578125,124219497
2025-09-12 13:30:00-04:00,24086.498046875,24103.51171875,24072.986328125,24102.44140625,132892542
2025-09-12 14:30:00-04:00,24098.271484375,24136.677734375,24096.642578125,24102.310546875,133515709
2025-09-12 15:30:00-04:00,24102.583984375,24108.076171875,24069.294921875,24106.677734375,124991000
2025-09-15 09:30:00-04:00,24180.287109375,24245.712890625,24175.166015625,24227.7265625,0
2025-09-15 10:30:00-04:00,24236.6796875,24249.06640625,24227.09375,24238.873046875,170798550
2025-09-15 11:30:00-04:00,24236.7109375,24274.70703125,24235.9375,24251.47265625,141511730
2025-09-15 12:30:00-04:00,24251.85546875,24269.587890625,24236.53125,24238.037109375,99992109
2025-09-15 13:30:00-04:00,24237.037109375,24272.380859375,24237.037109375,24244.509765625,97194137
2025-09-15 14:30:00-04:00,24243.8515625,24261.48046875,24227.279296875,24258.076171875,120842726
2025-09-15 15:30:00-04:00,24251.822265625,24295.33203125,24250.623046875,24295.33203125,115686345
2025-09-16 09:30:00-04:00,24335.2890625,24341.4453125,24273.611328125,24288.15625,279074874
2025-09-16 10:30:00-04:00,24287.400390625,24295.89453125,24257.986328125,24273.19140625,133778645
2025-09-16 11:30:00-04:00,24263.693359375,24269.900390625,24244.51953125,24267.3359375,105310330
2025-09-16 12:30:00-04:00,24269.3984375,24292.30078125,24261.84765625,24288.478515625,81888801
2025-09-16 13:30:00-04:00,24281.431640625,24283.732421875,24268.51171875,24275.265625,93643899
2025-09-16 14:30:00-04:00,24276.736328125,24305.275390625,24275.783203125,24284.755859375,98514462
2025-09-16 15:30:00-04:00,24285.765625,24307.97265625,24280.490234375,24285.212890625,117863806
2025-09-17 09:30:00-04:00,24274.380859375,24281.92578125,24190.203125,24193.728515625,0
2025-09-17 10:30:00-04:00,24184.65625,24200.349609375,24152.306640625,24160.060546875,135691336
2025-09-17 11:30:00-04:00,24163.626953125,24169.62109375,24147.265625,24160.23828125,96569758
2025-09-17 12:30:00-04:00,24166.58203125,24166.58203125,24125.416015625,24155.548828125,80769668
2025-09-17 13:30:00-04:00,24158.66796875,24261.166015625,24098.166015625,24187.921875,149863580
2025-09-17 14:30:00-04:00,24114.80078125,24291.78125,24000.37890625,24280.083984375,186990961
2025-09-17 15:30:00-04:00,24274.25390625,24274.25390625,24205.75,24207.869140625,112471916
2025-09-18 09:30:00-04:00,24417.958984375,24529.21484375,24360.005859375,24529.21484375,0
2025-09-18 10:30:00-04:00,24529.3828125,24551.267578125,24479.21484375,24522.443359375,205681318
2025-09-18 11:30:00-04:00,24543.376953125,24547.27734375,24479.55859375,24516.142578125,154174380
2025-09-18 12:30:00-04:00,24521.9140625,24542.181640625,24509.99609375,24509.99609375,146311799
2025-09-18 13:30:00-04:00,24501.3671875,24508.77734375,24472.390625,24487.025390625,152048000
2025-09-18 14:30:00-04:00,24489.205078125,24509.150390625,24465.34765625,24469.1171875,148011000
2025-09-18 15:30:00-04:00,24466.908203125,24474.23046875,24449.435546875,24452.48046875,143900000
2025-09-19 09:30:00-04:00,24536.73046875,24566.98046875,24504.55078125,24538.734375,0
2025-09-19 10:30:00-04:00,24537.90625,24541.36328125,24477.203125,24479.490234375,169716804
2025-09-19 11:30:00-04:00,24474.568359375,24571.6484375,24474.568359375,24571.341796875,146417108
2025-09-19 12:30:00-04:00,24554.896484375,24583.037109375,24550.802734375,24551.75390625,108926300
2025-09-19 13:30:00-04:00,24557.279296875,24580.89453125,24556.884765625,24563.8515625,120774167
2025-09-19 14:30:00-04:00,24569.5390625,24597.775390625,24559.978515625,24597.775390625,0
2025-09-19 15:30:00-04:00,24591.078125,24640.521484375,24584.66015625,24640.521484375,1327709000
2025-09-22 09:30:00-04:00,24587.91796875,24650.26953125,24578.09375,24649.349609375,0
2025-09-22 10:30:00-04:00,24662.591796875,24685.587890625,24655.095703125,24678.251953125,151320962
2025-09-22 11:30:00-04:00,24677.73828125,24731.6484375,24657.83203125,24729.857421875,202314764
2025-09-22 12:30:00-04:00,24729.951171875,24748.80859375,24726.6953125,24745.25,159677095
2025-09-22 13:30:00-04:00,24744.05078125,24763.6953125,24733.09375,24761.40234375,113702947
2025-09-22 14:30:00-04:00,24766.271484375,24777.70703125,24757.701171875,24770.091796875,123988942
2025-09-22 15:30:00-04:00,24773.15625,24774.2421875,24745.1640625,24761.76953125,101564000
2025-09-23 09:30:00-04:00,24750.751953125,24761.306640625,24684.908203125,24710.392578125,279387378
2025-09-23 10:30:00-04:00,24712.728515625,24729.353515625,24690.076171875,24717.671875,145328679
2025-09-23 11:30:00-04:00,24717.0390625,24719.138671875,24673.421875,24687.95703125,109893918
2025-09-23 12:30:00-04:00,24687.3671875,24707.939453125,24624.970703125,24625.6640625,112868298
2025-09-23 13:30:00-04:00,24622.44140625,24632.83984375,24537.08203125,24566.677734375,141884918
2025-09-23 14:30:00-04:00,24566.5703125,24591.09765625,24549.111328125,24559.33984375,116766665
2025-09-23 15:30:00-04:00,24566.529296875,24592.849609375,24565.294921875,24584.98828125,117906382
2025-09-24 09:30:00-04:00,24647.333984375,24647.333984375,24543.6953125,24576.02734375,0
2025-09-24 10:30:00-04:00,24573.421875,24588.697265625,24540.91015625,24555.994140625,134775576
2025-09-24 11:30:00-04:00,24555.072265625,24555.248046875,24388.619140625,24459.037109375,147440134
2025-09-24 12:30:00-04:00,24459.955078125,24497.84375,24439.865234375,24491.6015625,108914690
2025-09-24 13:30:00-04:00,24493.13671875,24510.046875,24447.2890625,24462.1953125,97035277
2025-09-24 14:30:00-04:00,24462.4453125,24501.36328125,24459.1796875,24481.880859375,100825982
2025-09-24 15:30:00-04:00,24482.564453125,24511.142578125,24460.2578125,24500.8359375,131825390
2025-09-25 09:30:00-04:00,24313.185546875,24404.267578125,24188.029296875,24383.884765625,339834236
2025-09-25 10:30:00-04:00,24384.771484375,24418.26953125,24350.099609375,24363.259765625,176105777
2025-09-25 11:30:00-04:00,24363.826171875,24460.337890625,24363.826171875,24394.9453125,150016278
2025-09-25 12:30:00-04:00,24395.71484375,24431.537109375,24334.4140625,24360.5703125,118510690
2025-09-25 13:30:00-04:00,24359.416015625,24368.72265625,24224.3359375,24346.642578125,138745779
2025-09-25 14:30:00-04:00,24344.7890625,24402.072265625,24333.693359375,24371.81640625,144607301
2025-09-25 15:30:00-04:00,24375.14453125,24407.828125,24356.205078125,24393.951171875,120507000
2025-09-26 09:30:00-04:00,24402.966796875,24504.134765625,24298.52734375,24337.673828125,0
2025-09-26 10:30:00-04:00,24334.986328125,24411.25390625,24318.564453125,24404.23828125,158922516
2025-09-26 11:30:00-04:00,24404.515625,24448.009765625,24349.494140625,24433.111328125,126088920
2025-09-26 12:30:00-04:00,24434.208984375,24485.763671875,24416.51953125,24480.71875,108102205
2025-09-26 13:30:00-04:00,24481.048828125,24499.0703125,24439.798828125,24487.775390625,104394648
2025-09-26 14:30:00-04:00,24490.763671875,24510.08203125,24481.55078125,24498.0859375,124142322
2025-09-26 15:30:00-04:00,24498.19921875,24508.640625,24473.138671875,24503.744140625,114961457
2025-09-29 09:30:00-04:00,24632.576171875,24740.41015625,24632.576171875,24727.43359375,0
2025-09-29 10:30:00-04:00,24728.19140625,24731.078125,24637.484375,24642.400390625,156879192
2025-09-29 11:30:00-04:00,24640.0859375,24644.158203125,24603.96484375,24623.525390625,117231328
2025-09-29 12:30:00-04:00,24624.09765625,24640.310546875,24578.61328125,24607.306640625,106269885
2025-09-29 13:30:00-04:00,24607.439453125,24643.53515625,24594.66015625,24634.58203125,100984573
2025-09-29 14:30:00-04:00,24635.013671875,24636.20703125,24560.21875,24581.345703125,112252069
2025-09-29 15:30:00-04:00,24581.7109375,24624.357421875,24576.25,24611.662109375,112741407
2025-09-30 09:30:00-04:00,24599.65234375,24599.65234375,24505.89453125,24557.197265625,0
2025-09-30 10:30:00-04:00,24558.64453125,24632.310546875,24530.033203125,24554.5234375,174571010
2025-09-30 11:30:00-04:00,24552.630859375,24613.080078125,24538.306640625,24582.291015625,122235577
2025-09-30 12:30:00-04:00,24583.513671875,24595.775390625,24509.607421875,24525.177734375,99911122
2025-09-30 13:30:00-04:00,24520.05859375,24607.08203125,24511.828125,24601.419921875,100298145
2025-09-30 14:30:00-04:00,24600.484375,24641.19140625,24594.466796875,24637.14453125,108173337
2025-09-30 15:30:00-04:00,24637.83203125,24690.5546875,24615.33984375,24678.75,122084883
2025-10-01 09:30:00-04:00,24531.390625,24675.9921875,24521.11328125,24667.0,0
2025-10-01 10:30:00-04:00,24668.720703125,24701.689453125,24658.80078125,24673.037109375,169565225
2025-10-01 11:30:00-04:00,24674.6796875,24731.705078125,24674.6796875,24727.505859375,116939749
2025-10-01 12:30:00-04:00,24726.80078125,24770.396484375,24714.4609375,24762.97265625,103930410
2025-10-01 13:30:00-04:00,24764.42578125,24803.314453125,24747.798828125,24792.109375,132117784
2025-10-01 14:30:00-04:00,24793.267578125,24815.5703125,24792.2734375,24798.255859375,117562609
2025-10-01 15:30:00-04:00,24810.123046875,24814.330078125,24793.7734375,24813.36328125,130717436
2025-10-02 09:30:00-04:00,24930.732421875,24943.646484375,24798.69921875,24861.7109375,322113703
2025-10-02 10:30:00-04:00,24874.6953125,24875.1328125,24791.05078125,24829.89453125,153035102
2025-10-02 11:30:00-04:00,24830.013671875,24869.84765625,24796.0,24852.142578125,133192955
2025-10-02 12:30:00-04:00,24850.833984375,24882.619140625,24835.81640625,24879.73828125,92156977
2025-10-02 13:30:00-04:00,24881.7890625,24900.42578125,24871.20703125,24895.177734375,92333357
2025-10-02 14:30:00-04:00,24894.25,24912.537109375,24887.595703125,24911.7578125,103611891
2025-10-02 15:30:00-04:00,24906.4140625,24912.0625,24879.275390625,24887.390625,100569409
2025-10-03 09:30:00-04:00,24933.607421875,24958.263671875,24850.48046875,24873.28125,249120582
2025-10-03 10:30:00-04:00,24881.162109375,24935.234375,24881.162109375,24927.1640625,152579544
2025-10-03 11:30:00-04:00,24924.783203125,24941.798828125,24904.587890625,24919.544921875,105502604
2025-10-03 12:30:00-04:00,24932.880859375,24935.109375,24815.08203125,24824.4375,121760039
2025-10-03 13:30:00-04:00,24839.697265625,24844.779296875,24722.66015625,24812.96484375,130526318
2025-10-03 14:30:00-04:00,24826.482421875,24826.482421875,24778.544921875,24796.0625,109272649
2025-10-03 15:30:00-04:00,24792.916015625,24810.658203125,24775.525390625,24782.42578125,103448295
2025-10-06 09:30:00-04:00,24986.259765625,25007.419921875,24910.9609375,24939.9765625,0
2025-10-06 10:30:00-04:00,24935.072265625,24971.08203125,24910.5234375,24967.556640625,157679260
2025-10-06 11:30:00-04:00,24957.412109375,25007.21484375,24955.345703125,24991.1328125,125535738
2025-10-06 12:30:00-04:00,24994.48828125,25018.154296875,24974.98046875,25008.466796875,93909116
2025-10-06 13:30:00-04:00,25014.17578125,25033.88671875,25001.66796875,25033.58984375,115839420
2025-10-06 14:30:00-04:00,25039.45703125,25042.623046875,25008.728515625,25014.5390625,110462467
2025-10-06 15:30:00-04:00,25010.98046875,25020.34765625,24976.41796875,24982.103515625,111171000
2025-10-07 09:30:00-04:00,25031.783203125,25062.1484375,25005.18359375,25005.880859375,279753305
2025-10-07 10:30:00-04:00,25008.830078125,25022.20703125,24852.029296875,24866.8046875,188360848
2025-10-07 11:30:00-04:00,24848.15625,24857.22265625,24790.5234375,24841.974609375,145594993
2025-10-07 12:30:00-04:00,24846.353515625,24886.30859375,24818.896484375,24846.08984375,101501243
2025-10-07 13:30:00-04:00,24842.68359375,24853.064453125,24795.626953125,24838.064453125,84925254
2025-10-07 14:30:00-04:00,24828.54296875,24850.982421875,24825.072265625,24830.91796875,106876517
2025-10-07 15:30:00-04:00,24830.662109375,24861.701171875,24826.46875,24838.810546875,97856840
2025-10-08 09:30:00-04:00,24884.060546875,25017.888671875,24884.060546875,25014.525390625,0
2025-10-08 10:30:00-04:00,25017.244140625,25035.490234375,24974.9609375,25032.9140625,136757062
2025-10-08 11:30:00-04:00,25030.056640625,25071.203125,25026.078125,25045.853515625,116112985
2025-10-08 12:30:00-04:00,25041.0390625,25063.48828125,25034.841796875,25063.48828125,98330580
2025-10-08 13:30:00-04:00,25064.47265625,25094.37890625,25061.423828125,25087.353515625,119331203
2025-10-08 14:30:00-04:00,25083.37890625,25112.435546875,25063.037109375,25110.384765625,107962295
2025-10-08 15:30:00-04:00,25109.78125,25142.1875,25099.337890625,25138.69921875,109635400
2025-10-09 09:30:00-04:00,25120.830078125,25139.037109375,25053.73828125,25054.328125,0
2025-10-09 10:30:00-04:00,25050.74609375,25077.296875,25002.97265625,25035.279296875,150503453
2025-10-09 11:30:00-04:00,25030.9296875,25077.28125,25008.947265625,25059.361328125,119477189
2025-10-09 12:30:00-04:00,25059.05078125,25062.208984375,24980.62109375,24983.826171875,92744653
2025-10-09 13:30:00-04:00,24976.888671875,25037.943359375,24976.888671875,25036.197265625,84219294
2025-10-09 14:30:00-04:00,25018.234375,25075.68359375,25011.484375,25072.169921875,112871639
2025-10-09 15:30:00-04:00,25072.447265625,25095.87109375,25071.5703125,25095.87109375,102390615
2025-10-10 09:30:00-04:00,25118.34375,25193.78125,25115.34375,25147.6484375,0
2025-10-10 10:30:00-04:00,25153.544921875,25161.400390625,24631.57421875,24641.2578125,267169712
2025-10-10 11:30:00-04:00,24518.548828125,24704.947265625,24518.041015625,24633.40234375,223292759
2025-10-10 12:30:00-04:00,24611.08203125,24645.705078125,24430.169921875,24536.205078125,137887400
2025-10-10 13:30:00-04:00,24535.875,24559.84765625,24468.736328125,24523.845703125,106764900
2025-10-10 14:30:00-04:00,24493.662109375,24504.865234375,24361.16796875,24362.169921875,132258349
2025-10-10 15:30:00-04:00,24362.248046875,24379.087890625,24211.392578125,24227.263671875,168169000
2025-10-13 09:30:00-04:00,24638.20703125,24728.2734375,24553.2421875,24634.48046875,294523610
2025-10-13 10:30:00-04:00,24635.71875,24700.337890625,24571.373046875,24686.4375,142349984
2025-10-13 11:30:00-04:00,24699.013671875,24731.80859375,24681.037109375,24730.666015625,92444060
2025-10-13 12:30:00-04:00,24729.51171875,24773.2578125,24708.9453125,24718.982421875,96568020
2025-10-13 13:30:00-04:00,24724.22265625,24767.98046875,24712.478515625,24765.21875,86415656
2025-10-13 14:30:00-04:00,24770.123046875,24779.654296875,24706.0625,24737.65625,92303164
2025-10-13 15:30:00-04:00,24734.619140625,24767.43359375,24734.46484375,24754.8984375,94921584
2025-10-14 09:30:00-04:00,24438.7265625,24549.859375,24259.462890625,24549.859375,0
2025-10-14 10:30:00-04:00,24522.96875,24564.55859375,24504.21484375,24530.123046875,127627417
